Condition	USMLE Classic Presentation	Pathophysiology	Epidemiology	Salient Signs & Symptoms	Time Course	Differential	Diagnostics	Treatment	Never Miss	More Info																
Stress Fractures (General Category)	Athlete or military recruit with localized bone pain and tenderness after recent increase in activity; pain worse with activity, better with rest; lower extremity most common	Fatigue failure of bone from repetitive submaximal loading; imbalance between bone resorption and formation; microdamage accumulation exceeds repair capacity; risk factors include female sex, low bone density, nutritional deficiencies, sudden training increase	Represent 15 to 30 percent of sports medicine injuries; lower extremity 80 to 95 percent (tibia 40 percent, foot 35 percent, lumbar spine or pelvis 15 percent); female predominance; military recruits and runners at highest risk	Localized bone pain and tenderness; pain worse with activity, better with rest; focal tenderness over fracture site; edema may be present; positive hop test; positive fulcrum test for femoral shaft	Progressive onset over weeks; develops 2 to 12 weeks after increase in activity	Medial tibial stress syndrome, compartment syndrome, tendinopathy, periostitis, bone tumor, infection	Plain radiographs initially (may be normal in 50 to 75 percent early); repeat radiographs in 2 to 3 weeks if negative; magnetic resonance imaging or bone scan if urgent diagnosis needed (magnetic resonance imaging preferred for higher specificity); grading system: Grade 1 to 3 stress reaction, Grade 4 stress fracture with visible line	Activity modification; non-weight-bearing or protected weight-bearing with crutches; pneumatic bracing; gradual return to activity after pain resolution; vitamin D and calcium supplementation; surgical consultation for high-risk locations (femoral neck, anterior tibia, navicular, fifth metatarsal base, sesamoids) or nonunion	Y	https://www.uptodate.com/contents/stress-fractures-of-the-foot-and-ankle																
Supracondylar Humerus Fracture	Child aged 5 to 7 years with fall on outstretched hand with elbow extended; most common pediatric elbow fracture; assess for Volkmann ischemic contracture risk	Fracture through distal humerus metaphysis above condyles from fall on outstretched hand with elbow hyperextended; anterior humeral line normally intersects middle third of capitellum; posterior fat pad sign indicates joint effusion	Most common pediatric elbow fracture; accounts for 50 to 60 percent of pediatric elbow fractures; peak incidence age 5 to 7 years; left arm more common	Elbow pain, swelling, deformity; assess brachial artery pulse and radial pulse; assess median, radial, and ulnar nerve function; anterior interosseous nerve most commonly injured; compartment syndrome risk	Healing occurs over 3 to 6 weeks; complications include compartment syndrome, Volkmann ischemic contracture, cubitus varus deformity, nerve injury	Lateral condyle fracture, medial epicondyle fracture, elbow dislocation, radial neck fracture, olecranon fracture	Anteroposterior and lateral elbow radiographs; assess anterior humeral line and posterior fat pad; Gartland classification: Type I nondisplaced, Type II displaced with intact posterior cortex, Type III completely displaced	Type I: long arm posterior splint with elbow at 90 degrees; Type II and III: closed or open reduction with percutaneous pinning; emergent reduction for vascular compromise; fasciotomy for compartment syndrome	Y	https://www.aafp.org/pubs/afp/issues/2008/0115/p203.html																
Synovial Sarcoma	Young adult aged 15 to 40 years with slow-growing deep soft tissue mass near knee or other large joint; calcifications in 30 percent; translocation t(X;18) creating SS18-SSX fusion	Malignant mesenchymal neoplasm with variable epithelial differentiation driven by SS18-SSX fusion oncogene; alters chromatin remodeling and methylation patterns	Accounts for 5 to 10 percent of soft tissue sarcomas; peak incidence in fourth decade; 80 to 95 percent occur in extremities, especially lower extremity near knee	Slow-growing painless mass near but not in joint; may have pain or tenderness; average time to diagnosis 2 to 4 years; small size less than 5 cm initially; may mimic benign lesion	Slow growth initially but intermediate to high-grade malignancy; local recurrence and metastasis common despite treatment; lung most common metastatic site	Benign soft tissue tumors, other sarcomas, nerve sheath tumors, myofibroblastic tumors, ganglion cyst, glomus tumor	MRI shows multilobulated heterogeneous mass with triple sign and bowl of grapes appearance; calcifications in 30 percent; biopsy with immunohistochemistry positive for TLE1, EMA, cytokeratin; SS18 translocation by FISH or RT-PCR confirms diagnosis	Wide surgical excision with negative margins; adjuvant or neoadjuvant radiation therapy; chemotherapy with anthracyclines and ifosfamide for high-risk or metastatic disease; novel therapies include immunotherapy and targeted agents	Y	https://www.cancer.gov/pediatric-adult-rare-tumor/rare-tumors/rare-soft-tissue-tumors/synovial-sarcoma																
Systemic Lupus Erythematosus 	Young woman of childbearing age with symmetric polyarthritis, malar rash, photosensitivity, oral ulcers; positive antinuclear antibodies; "great imitator"	Systemic inflammation with type I interferon elevation and autoantibodies against nuclear antigens (double-stranded DNA, Smith); immune complex deposition; environmental triggers (ultraviolet light, smoking, Epstein-Barr virus) in genetically susceptible individuals	Affects 3.4 million people worldwide; 90 percent female; higher prevalence in Black, Hispanic, and Asian populations; peak onset childbearing years	Arthritis in 90 percent: symmetric polyarthritis of small joints (proximal interphalangeal, knees); non-erosive; malar rash; photosensitivity; oral ulcers; fever; fatigue; alopecia; serositis; cytopenias; lupus nephritis in 40 percent	Chronic relapsing-remitting course; flares triggered by ultraviolet light, infection, stress, medication non-adherence	Rheumatoid arthritis, dermatomyositis, systemic sclerosis, Sjögren syndrome, drug-induced lupus, fibromyalgia, viral arthritis	Positive antinuclear antibodies at titer 1:80 or greater required; anti-double-stranded DNA and anti-Smith antibodies specific; low complement (C3, C4); cytopenias; urinalysis for proteinuria and hematuria; 2019 European Alliance of Associations for Rheumatology and American College of Rheumatology criteria 96.1 percent sensitive, 93.4 percent specific	Hydroxychloroquine for all patients; nonsteroidal anti-inflammatory drugs for arthritis; glucocorticoids for flares; immunosuppressives (azathioprine, mycophenolate mofetil, cyclophosphamide) for moderate to severe disease; belimumab, anifrolumab, voclosporin for refractory disease; sun protection	N	https://www.uptodate.com/contents/overview-of-the-management-and-prognosis-of-systemic-lupus-erythematosus-in-adults																
Systemic Sclerosis (Scleroderma)	Middle-aged woman with Raynaud phenomenon, skin thickening, dysphagia, and dyspnea; "hidebound skin"; anticentromere or anti-topoisomerase I antibodies	Triad of microvascular endothelial dysfunction, immune dysregulation with autoantibody production, and progressive fibrosis; excessive extracellular matrix deposition by dysregulated myofibroblasts; genetic and epigenetic factors	Rare; prevalence 50 to 300 per million; female to male ratio 3 to 1; peak onset 30 to 50 years; higher prevalence in Black populations	Raynaud phenomenon (95 percent); skin thickening (sclerodactyly, hidebound skin); digital ulcers; dysphagia; gastroesophageal reflux; interstitial lung disease; pulmonary arterial hypertension; scleroderma renal crisis; calcinosis	Chronic progressive; limited cutaneous: slow progression over years; diffuse cutaneous: rapid progression in first 3 to 5 years	Systemic lupus erythematosus, mixed connective tissue disease, eosinophilic fasciitis, nephrogenic systemic fibrosis, morphea	Autoantibodies: anticentromere (limited cutaneous), anti-topoisomerase I (diffuse cutaneous), anti-RNA polymerase III (diffuse cutaneous with renal crisis); nailfold capillaroscopy; high-resolution computed tomography for interstitial lung disease; echocardiography for pulmonary hypertension	No disease-modifying therapy proven effective; immunosuppression (mycophenolate mofetil, cyclophosphamide) for interstitial lung disease; angiotensin-converting enzyme inhibitors for scleroderma renal crisis; phosphodiesterase-5 inhibitors or endothelin receptor antagonists for pulmonary arterial hypertension; proton pump inhibitors for gastroesophageal reflux	N	https://www.uptodate.com/contents/overview-of-the-treatment-and-prognosis-of-systemic-sclerosis-scleroderma-in-adults																
Tarsal Coalition	Child or adolescent with recurrent ankle sprains, foot pain during physical activity, and rigid flatfoot; limited subtalar motion; "peroneal spastic flatfoot"; calcaneonavicular or talocalcaneal most common	Congenital failure of segmentation between two or more tarsal bones; syndesmosis (fibrous), synchondrosis (cartilaginous), or synostosis (bony); coalition exists at birth but ossifies during growth	Incidence 1 to 13 percent; calcaneonavicular and talocalcaneal coalitions account for over 90 percent; pain onset typically second decade of life	Foot pain during physical activity; recurrent ankle sprains; limited hindfoot or midfoot range of motion; varus or valgus hindfoot malalignment; pes planus or pes cavus; rigid flatfoot	Congenital but symptoms develop during adolescence as coalition ossifies; pain onset often in second decade	Ankle sprain, tarsal tunnel syndrome, posterior tibial tendon dysfunction, accessory navicular, flatfoot from other causes	Plain radiographs may show calcaneonavicular coalition; computed tomography or magnetic resonance imaging for talocalcaneal coalition; bone single photon emission computed tomography with computed tomography pinpoints pain generator	Conservative management for at least 6 months: activity modification, orthotics, physical therapy; Surgical: open or endoscopic resection of coalition if less than 50 percent of joint and no osteoarthritis; arthrodesis for extensive coalitions or failed resection	N	https://www.uptodate.com/contents/tarsal-coalition																
Tarsal Tunnel Syndrome	Adult with burning pain, numbness, tingling in plantar foot and toes; symptoms worse at night or with prolonged standing; positive Tinel sign posterior to medial malleolus	Entrapment neuropathy of tibial nerve within tarsal tunnel at level of tibiotalar or talocalcaneal joints; causes include bone disease, retinaculum thickening, hematoma, tendinopathy, tenosynovitis, supernumerary muscles, expansile tumors, cysts, venous aneurysm	Uncommon; affects adults; female predominance; may be idiopathic or secondary to identifiable cause	Burning pain, numbness, tingling in plantar foot and toes; symptoms worse at night or with prolonged standing; positive Tinel sign over tarsal tunnel; sensory loss in tibial nerve distribution; weakness of intrinsic foot muscles in severe cases	Insidious onset over weeks to months; progressive	Plantar fasciitis, peripheral neuropathy, lumbar radiculopathy, Morton neuroma, calcaneal stress fracture	Clinical diagnosis; electrophysiological studies lack specificity; magnetic resonance imaging or ultrasound to identify causative factors (masses, tenosynovitis, anatomical variants); nerve conduction studies	Conservative: activity modification, nonsteroidal anti-inflammatory drugs, orthotics, corticosteroid injection; Surgical: tarsal tunnel release for refractory cases or identifiable compressive lesion	N	https://www.uptodate.com/contents/tarsal-tunnel-syndrome																
Thoracic Outlet Syndrome	Young adult with arm pain, paresthesias, weakness, and hand discoloration; symptoms worse with overhead activities or arm elevation; history of neck trauma or repetitive overhead work	Neurovascular compression at thoracic outlet; neurogenic (most common, 95 percent), arterial, or venous; causes include congenital abnormalities (cervical ribs, fibrous bands), scalene muscle scarring, trauma, repetitive stress	Rare; incidence 1 to 3 per 100,000; affects young adults; female predominance for neurogenic type	Arm pain and fatigue; paresthesias in ulnar distribution; hand weakness; muscle atrophy; hand discoloration; symptoms worse with overhead activities; positive Roos test, Adson test, Wright test (low specificity)	Insidious onset over weeks to months; progressive with continued overhead activity	Cervical radiculopathy, brachial plexopathy, carpal tunnel syndrome, cubital tunnel syndrome, Raynaud phenomenon	Clinical diagnosis based on history and physical examination; imaging (magnetic resonance imaging, duplex ultrasound, computed tomography angiography) to identify anatomical abnormalities; electrophysiological testing; diagnostic scalene muscle block	Conservative: physical therapy with postural correction and strengthening, weight loss, nonsteroidal anti-inflammatory drugs, botulinum toxin injections; Surgical: brachial plexus decompression, neurolysis, scalenotomy with or without first rib resection for refractory cases	N	https://www.uptodate.com/contents/thoracic-outlet-syndrome																
Tibial Hemimelia	Newborn with complete or partial absence of tibia; intact but overgrown fibula; equinovarus foot deformity; knee deformity; may have associated hand or femoral abnormalities	Preaxial longitudinal deficiency with complete or partial tibial absence; etiology unknown; some genetic mutations identified; may occur with other orthopedic anomalies or syndromic conditions	Extremely rare; incidence 1 per 1 million live births; can be unilateral or bilateral; associated with hand and femoral abnormalities	Absent or shortened tibia; intact fibula; equinovarus foot; knee instability or deformity; leg-length discrepancy; variable degrees of knee function; polydactyly or other foot abnormalities may be present	Congenital; present at birth; progressive deformity with growth	Fibular hemimelia, proximal femoral focal deficiency, congenital short femur, skeletal dysplasias	Prenatal ultrasound; postnatal radiographs showing absent or hypoplastic tibia with intact fibula; Jones or Kalamchi classification systems; evaluate for associated anomalies	Amputation with prosthetics most common; controversy over level (knee disarticulation versus Syme amputation); reconstructive procedures to preserve foot controversial; goal is stable, functional limb	N	https://www.uptodate.com/contents/congenital-lower-limb-deficiencies																
Transient Synovitis	Child aged 3 to 10 years with acute hip pain and limp following recent viral illness; afebrile or low-grade fever; most common cause of acute hip pain in this age group	Self-limiting inflammatory condition of the hip joint; likely immune response to viral infection causing acute inflammatory arthritis; uncertain etiology; diagnosis of exclusion	Most common cause of acute hip pain in children aged 3 to 10 years; male predominance; often follows upper respiratory infection	Hip pain for 1 to 3 days; limping or refusal to bear weight; low-grade fever (less than 37.5 degrees Celsius) or afebrile; mild limitation of hip range of motion; minimal pain with hip movement; hip effusion on ultrasound	Acute onset over 1 to 3 days; self-limited; complete resolution within 7 to 10 days without specific treatment	Septic arthritis, Legg-Calvé-Perthes disease, slipped capital femoral epiphysis, juvenile idiopathic arthritis, osteomyelitis, fracture, Lyme arthritis	White blood cell count, C-reactive protein, erythrocyte sedimentation rate (erythrocyte sedimentation rate less than 20 millimeters per hour favors transient synovitis); hip ultrasound showing effusion; plain radiographs to exclude other pathology; hip aspiration if septic arthritis suspected (temperature greater than 37.5 degrees Celsius, severe pain with movement, erythrocyte sedimentation rate 20 millimeters per hour or greater)	Bed rest; nonsteroidal anti-inflammatory drugs; regular temperature monitoring; weight-bearing as tolerated; reevaluation if symptoms persist beyond 7 to 10 days; no antibiotics needed	Y	https://www.uptodate.com/contents/transient-synovitis-of-the-hip																
Tuberculous Arthritis	Adult with chronic monoarthritis of weight-bearing joint (hip or knee); insidious onset; history of tuberculosis exposure or risk factors; constitutional symptoms	Mycobacterium tuberculosis infection of joint from hematogenous spread, direct extension, or lymphatic spread; granulomatous inflammation with synovial proliferation; cartilage and bone destruction if untreated	Represents 10 to 11 percent of extrapulmonary tuberculosis; 1 to 3 percent of all tuberculosis cases; global prevalence of latent joint and bone tuberculosis 19 to 38 million; resurgence with HIV epidemic	Chronic monoarthritis of large weight-bearing joints (hip, knee); insidious onset; pain, swelling, limited range of motion; constitutional symptoms (fever, weight loss, night sweats); may present as oligoarthritis or polyarthritis causing diagnostic confusion	Insidious onset over weeks to months; chronic progressive course	Septic arthritis, rheumatoid arthritis, osteoarthritis, gout, Lyme arthritis, fungal arthritis	Synovial fluid analysis: elevated protein, low glucose, white blood cell count 10,000 to 20,000 per microliter with neutrophil predominance; acid-fast smear positive in 20 percent; synovial fluid culture positive in 80 percent; synovial biopsy (open or closed) positive by histology or culture in over 90 percent showing granulomas with caseation	Four-drug antitubercular therapy (isoniazid, rifampicin, pyrazinamide, ethambutol or streptomycin) for minimum 9 months; longer duration in children and immunocompromised; surgical debridement for severe cartilage destruction, large abscesses, deformity, multidrug resistance	N	https://www.uptodate.com/contents/musculoskeletal-tuberculosis																
Unicameral Bone Cyst	Child with pathologic fracture of proximal humerus or femur after minor trauma; fallen fragment sign on radiograph	Benign fluid-filled cystic lesion of unknown etiology; theories include vascular occlusion, trauma response, or abnormal bone growth	Skeletally immature patients, most common in first two decades of life; proximal humerus and proximal femur most common sites	Often asymptomatic until pathologic fracture occurs; may present with pain or swelling; discovered incidentally on imaging	Typically resolves spontaneously with skeletal maturity; average time to diagnosis 2 to 4 years if symptomatic	Aneurysmal bone cyst, fibrous dysplasia, enchondroma, simple bone cyst of jaw, eosinophilic granuloma	Radiograph shows radiolucent lesion with cortical thinning, centrally located in metaphysis; fallen fragment sign pathognomonic after fracture; MRI shows fluid-filled cyst	Conservative management for asymptomatic lesions; steroid injection, bone marrow injection, curettage with bone grafting, or intramedullary nailing for symptomatic or high-risk lesions	N	https://www.ncbi.nlm.nih.gov/books/NBK560826/																
Unstable Pelvic Fracture	High-energy trauma patient with pelvic pain, instability, hemodynamic instability; inability to bear weight; open fracture through perineum or with bowel injury	Disruption of pelvic ring from high-energy trauma; posterior sacroiliac ligament disruption indicates instability; hemorrhage from venous plexus, arterial injury, or bone surfaces; Young-Burgess classification: anteroposterior compression, lateral compression, vertical shear, combined mechanism	Affects 1 to 3 percent of blunt trauma patients; higher mortality with unstable patterns; hemodynamic instability in 5 to 20 percent; open fractures have 50 percent mortality	Pelvic pain; hemodynamic instability; inability to bear weight; leg-length discrepancy; rotational deformity; perineal or scrotal hematoma; blood at urethral meatus; open wounds in perineum; associated injuries common	Acute onset from trauma; life-threatening hemorrhage within hours	Stable pelvic fracture, acetabular fracture, hip dislocation or fracture, lumbar spine fracture	Anteroposterior pelvic radiograph; computed tomography for definitive assessment; Young-Burgess or Tile classification; assess for arterial bleeding, bladder or urethral injury, bowel injury	Advanced Trauma Life Support protocols; pelvic binder or sheet for temporary stabilization; external fixation; angiography with embolization for arterial bleeding; pelvic packing; fecal diversion for open fractures; definitive fixation after stabilization	Y	https://www.uptodate.com/contents/pelvic-fractures-overview-of-classification-and-management																
Well-Differentiated Liposarcoma	Middle-aged to older adult with large, painless, slowly enlarging deep soft tissue mass in retroperitoneum or extremity; "atypical lipomatous tumor" when in extremity	Chromosomal 12q13-15 amplification with overexpression of MDM2 and CDK4 oncogenes; closely resembles mature adipose tissue with fibrous septation and nuclear atypia; does not metastasize but can dedifferentiate	Most common liposarcoma subtype; affects middle-aged to older adults; retroperitoneum and extremities most common sites; can dedifferentiate to dedifferentiated liposarcoma in 10 to 20 percent	Painless deep soft tissue mass; local recurrence common; no metastases; retroperitoneal tumors may cause abdominal distension or compression symptoms; extremity tumors often asymptomatic until large	Slow growth over months to years; local recurrence after resection	Lipoma, other liposarcoma subtypes (myxoid, pleomorphic, dedifferentiated), other soft tissue sarcomas	Magnetic resonance imaging; biopsy with histology showing lipogenic tumor with fibrous septa and nuclear atypia; immunohistochemistry for MDM2 and CDK4; fluorescence in situ hybridization for MDM2 amplification	Surgical resection with wide margins; radiotherapy and chemotherapy generally ineffective; novel targeted therapies against MDM2 and CDK4 under investigation; surveillance for local recurrence and dedifferentiation	N	https://www.uptodate.com/contents/clinical-presentation-histopathology-diagnostic-evaluation-and-staging-of-soft-tissue-sarcoma																
Wilson Disease	Young adult with hepatic dysfunction and neuropsychiatric symptoms; Kayser-Fleischer rings on slit-lamp examination; "copper overload disease"	Autosomal recessive disorder from ATP7B gene mutations causing impaired copper excretion; copper accumulates in liver, brain (basal ganglia), cornea, kidneys; ceruloplasmin levels typically low	Prevalence 1 in 30,000; carrier frequency 1 in 90; affects all ethnicities; presents in childhood to young adulthood; equal sex distribution	Hepatic: acute liver failure, chronic hepatitis, cirrhosis; Neurologic: tremor, dysarthria, dystonia, parkinsonism, ataxia; Psychiatric: depression, personality changes, psychosis; Kayser-Fleischer rings; hemolytic anemia	Variable onset from childhood to adulthood; hepatic presentation often in children and adolescents; neuropsychiatric presentation in young adults	Autoimmune hepatitis, viral hepatitis, other metabolic liver diseases, movement disorders, psychiatric disorders	Low serum ceruloplasmin (less than 14 milligrams per deciliter); elevated 24-hour urinary copper (greater than 40 micrograms); Kayser-Fleischer rings on slit-lamp examination; elevated hepatic copper (greater than 250 micrograms per gram dry weight); ATP7B genetic testing; Leipzig score; brain magnetic resonance imaging shows basal ganglia abnormalities	Chelation therapy: penicillamine or trientine; zinc salts; liver transplantation for acute liver failure or decompensated cirrhosis; lifelong treatment required; avoid copper-rich foods	Y	https://www.uptodate.com/contents/wilson-disease-clinical-manifestations-diagnosis-and-natural-history																
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
