Condition	USMLE Classic Presentation	Pathophysiology	Epidemiology	Salient Signs & Symptoms	Time Course	Differential	Diagnostics	Treatment	Never Miss	More Info																
Bipolar Disorder Type I	Young adult with week-long episode of decreased need for sleep, grandiosity, pressured speech, and risky behavior requiring hospitalization	Dysregulation of mood circuits involving prefrontal cortex, amygdala, and striatum; altered monoaminergic neurotransmission; genetic and environmental factors contribute	Lifetime prevalence 0.6 to 1.0%; equal in males and females; median age of onset 20 years; over 70% manifest before age 25	Manic episodes: elevated or irritable mood, decreased need for sleep, grandiosity, racing thoughts, increased goal-directed activity, impulsivity, risk-taking; may have depressive episodes; psychotic symptoms in up to 75% of manic episodes	Manic episodes last at least 7 days or require hospitalization; depressive episodes last at least 2 weeks; episodes separated by periods of remission or cycling	Bipolar II disorder, substance-induced bipolar disorder, bipolar disorder due to medical condition, schizoaffective disorder, major depressive disorder, borderline personality disorder, attention-deficit hyperactivity disorder	Clinical diagnosis based on history and mental status examination; rule out medical causes (thyroid disease, neurological conditions); toxicology screen; collateral history from family helpful	Acute mania: mood stabilizers (lithium, valproate), atypical antipsychotics (quetiapine, olanzapine, aripiprazole); maintenance: lithium (most effective overall), valproate, atypical antipsychotics; psychotherapy (psychoeducation, cognitive behavioral therapy)	Y	https://www.nejm.org/doi/full/10.1056/NEJMra1906193																
Bipolar Disorder Type II	Patient with recurrent major depressive episodes and at least one 4-day period of elevated mood and increased energy that did not require hospitalization	Similar pathophysiology to Bipolar I disorder; dysregulation of mood circuits and neurotransmitter systems; genetic vulnerability with environmental triggers	Lifetime prevalence 0.4 to 1.1%; more common in females; depressive episodes outnumber hypomanic episodes by ratio of 39 to 1	Hypomanic episodes: elevated or irritable mood, increased energy, decreased need for sleep lasting at least 4 days; major depressive episodes: depressed mood, anhedonia, neurovegetative symptoms; no history of mania	Hypomanic episodes last at least 4 days; depressive episodes last at least 2 weeks; chronic course with frequent recurrences	Major depressive disorder, Bipolar I disorder, cyclothymic disorder, borderline personality disorder, substance-induced mood disorder, persistent depressive disorder	Clinical diagnosis; careful history to identify hypomanic episodes (often missed); collateral information crucial; rule out medical and substance-induced causes	Acute depression: mood stabilizers, atypical antipsychotics; avoid antidepressant monotherapy; maintenance: mood stabilizers (lithium, lamotrigine), atypical antipsychotics; psychotherapy (cognitive behavioral therapy, interpersonal and social rhythm therapy)	Y	https://pubmed.ncbi.nlm.nih.gov/40371769																
Major Depressive Disorder	Patient with 2 weeks of depressed mood, anhedonia, insomnia, poor concentration, and feelings of worthlessness without history of mania or hypomania	Dysfunction of monoaminergic neurotransmitters (serotonin, norepinephrine, dopamine); impaired neuroplasticity; dysregulation of hypothalamic-pituitary-adrenal axis; genetic and environmental factors	Lifetime risk approaches 30%; twice as common in women; bimodal onset (twenties and fifties)	Depressed mood or anhedonia plus at least 4 additional symptoms: sleep disturbance, appetite or weight change, psychomotor changes, fatigue, worthlessness or guilt, poor concentration, suicidal ideation	Episode lasts at least 2 weeks; can be single episode or recurrent; chronic if lasts over 2 years	Bipolar disorder (I or II), persistent depressive disorder, adjustment disorder, substance-induced depressive disorder, depressive disorder due to medical condition, grief, normal sadness	Clinical diagnosis; screen for bipolar disorder (ask about manic or hypomanic symptoms); rule out medical causes (thyroid disease, anemia); assess suicide risk	First-line: selective serotonin reuptake inhibitors or serotonin-norepinephrine reuptake inhibitors; psychotherapy (cognitive behavioral therapy, interpersonal therapy); combination therapy for moderate to severe; electroconvulsive therapy for severe or treatment-resistant cases	Y	https://www.nejm.org/doi/full/10.1056/NEJMcp1712493																
Major Depressive Disorder with Psychotic Features	Elderly patient with severe depression, delusions of guilt or poverty, psychomotor retardation	Severe depression with hypothalamic-pituitary-adrenal axis hyperactivity; mood-congruent delusions involve themes of guilt, disease, death, nihilism, deserved punishment	Approximately 10-11% of major depressive disorder patients; higher suicide risk and treatment resistance than nonpsychotic depression	Depressed mood, anhedonia, delusions or hallucinations, psychomotor disturbances, severe guilt, melancholic features	At least 2 weeks of depressive symptoms with psychotic features present during episode	Schizoaffective disorder, schizophrenia, bipolar disorder with psychotic features, delirium, substance-induced psychotic disorder, psychotic disorder due to medical condition	Clinical interview using DSM-5 criteria; rule out medical causes and substance use; assess for mood-congruent versus mood-incongruent psychotic features	Combination of antidepressant plus antipsychotic is first-line; electroconvulsive therapy is particularly effective and may be preferred	Y	https://www.psychiatry.org/patients-families/depression																
Cyclothymic Disorder	Young adult with chronic mood swings that never quite meet criteria for full manic or depressive episodes	Temperamental predisposition to mood instability; may represent subsyndromal bipolar spectrum disorder	Onset typically in adolescence or early adulthood; 15-50% risk of progression to bipolar I or II disorder	Numerous periods of hypomanic symptoms and depressive symptoms that do not meet full episode criteria; symptoms present more days than not	At least 2 years in adults or 1 year in children/adolescents; symptom-free intervals no longer than 2 months	Bipolar I disorder, bipolar II disorder, borderline personality disorder, substance-induced mood disorder, hyperthyroidism	Clinical interview and longitudinal history; daily mood charting helpful; rule out substance use and medical causes	Mood stabilizers such as lithium or valproate; psychotherapy for coping strategies; close monitoring for conversion to bipolar disorder	N	https://www.psychiatry.org/patients-families/bipolar-disorders																
Persistent Depressive Disorder (Dysthymia)	Patient who says "I have always been this way" with chronic low-grade depression for years	Chronic depressive symptoms that become part of day-to-day experience; may have genetic and neurobiological factors similar to major depression	Prevalence varies; often overlooked clinically due to milder presentation; early onset associated with worse long-term outcomes	Depressed mood most of the day, more days than not, plus at least 2 of: appetite changes, sleep disturbance, low energy, low self-esteem, poor concentration, hopelessness	At least 2 years in adults or 1 year in children/adolescents; symptom-free intervals no longer than 2 months; may have superimposed major depressive episodes (double depression)	Major depressive disorder, adjustment disorder, personality disorder, hypothyroidism, chronic fatigue syndrome	Clinical interview with careful longitudinal history; life chart or timeline helpful; assess for superimposed major depressive episodes	Psychotherapy (cognitive behavioral therapy or psychodynamic therapy tailored for chronic depression); antidepressants (selective serotonin reuptake inhibitors); combination therapy often needed	N	https://www.psychiatry.org/patients-families/depression																
Premenstrual Dysphoric Disorder	Woman with severe mood swings, irritability, and physical symptoms in the week before menses that resolve with menstruation	Dysregulation of serotonin and increased sensitivity to progesterone metabolite allopregnanolone due to luteal phase estrogen fluctuations	Affects 2-5% of menstruating individuals; more severe than premenstrual syndrome which affects approximately 25%	At least 5 symptoms including at least 1 affective symptom (mood lability, irritability, depressed mood, anxiety) and 1 physical symptom (breast tenderness, bloating, fatigue); symptoms peak around menses onset	Symptoms occur in luteal phase (week before menses), substantially decrease or resolve week after menses; must be present in most cycles over past year	Premenstrual syndrome, major depressive disorder, bipolar disorder, generalized anxiety disorder, perimenopause	Daily prospective symptom ratings for at least 2 consecutive menstrual cycles using tools like Daily Record of Severity of Problems	Selective serotonin reuptake inhibitors (continuous or luteal phase dosing); combined oral contraceptives with drospirenone; cognitive behavioral therapy; lifestyle modifications	N	https://www.acog.org/womens-health/faqs/premenstrual-syndrome																
Adjustment Disorder with Depressed Mood	Patient develops depressive symptoms within 3 months of identifiable stressor (job loss, divorce, relocation) that are out of proportion to stressor	Maladaptive response to identifiable psychosocial stressor; symptoms represent distress out of proportion to severity of stressor	Common diagnosis in psychiatric settings; often a working diagnosis for patients in immediate need of aid	Low mood, tearfulness, feelings of hopelessness that are clinically significant but do not meet full criteria for major depressive episode	Symptoms develop within 3 months of stressor onset; resolve within 6 months after stressor or its consequences terminate	Major depressive disorder, normal stress response, bereavement, prolonged grief disorder, post-traumatic stress disorder	Clinical interview; identify temporal relationship between stressor and symptoms; ensure symptoms do not meet criteria for another mental disorder	Psychotherapy (cognitive behavioral therapy is most studied); symptom-oriented pharmacotherapy (benzodiazepines, antidepressants) may be used for severe symptoms or high suicide risk	N	https://www.psychiatry.org/patients-families/adjustment-disorders																
Prolonged Grief Disorder	Patient with intense yearning and preoccupation with deceased person persisting beyond culturally expected timeframe after death	Post-loss stress syndrome with maladaptive grief process; inability to accept permanence of loss and restore capacity for meaningful life	Affects 3-10% of bereaved individuals; higher rates (up to 34%) after sudden, unexpected, or violent death or loss of child or partner	Persistent intense yearning or preoccupation with deceased, intense emotional pain (sadness, guilt, anger, denial), identity disruption, avoidance of reminders, difficulty engaging in life	At least 6 months post-loss (ICD-11) or 12 months (DSM-5); symptoms persist beyond culturally expected duration	Normal grief, major depressive disorder, post-traumatic stress disorder, adjustment disorder	Clinical interview; screening tools include Brief Grief Questionnaire (score greater than 4), Prolonged Grief-13-R (score 30 or higher), Inventory of Complicated Grief (score greater than 25)	Grief-focused cognitive behavioral therapy is first-line (prolonged-grief therapy, exposure-based therapy); antidepressants not effective for grief symptoms but may help comorbid depression	N	https://www.psychiatry.org/patients-families/prolonged-grief-disorder																
Borderline Personality Disorder	Young woman with unstable relationships, recurrent self-harm, fear of abandonment, and identity disturbance; "I hate you, don't leave me"	Interaction between genetic factors and adverse childhood experiences (sexual/physical abuse); emotional hyperarousal vulnerability and interpersonal hypersensitivity	Affects 0.7-2.7% of general adult population; 12% of outpatients and 22% of inpatients in psychiatric settings; high comorbidity with mood disorders (83%), anxiety disorders (85%), substance use (78%)	Unstable self-image and relationships, affective instability, impulsivity, intense anger, chronic emptiness, suicidal behavior or self-mutilation, abandonment fears, transient paranoid ideation or dissociation	Pervasive pattern beginning by early adulthood; chronic course but symptoms may improve over time with treatment	Bipolar disorder, major depressive disorder, post-traumatic stress disorder, other personality disorders, substance use disorders	Semi-structured interviews (Structured Clinical Interview for DSM-5, Revised Diagnostic Interview for Borderlines); requires at least 5 of 9 DSM-5 criteria	Psychotherapy is treatment of choice: dialectical behavior therapy and mentalization-based therapy most effective (effect sizes 0.60-0.65); no medications approved for core symptoms; treat comorbid conditions pharmacologically	Y	https://www.psychiatry.org/patients-families/personality-disorders																
Spinocerebellar ataxia	Progressive ataxia with family history; "anticipation" in polyglutamine SCAs	Autosomal dominant mutations causing cerebellar degeneration; polyglutamine expansions or non-polyglutamine mutations affecting cerebellar neurons and connections	Rare; prevalence varies by SCA subtype and geographic region; SCA3 most common worldwide	Gait and limb ataxia, dysarthria, dysdiadochokinesia, dysmetria, nystagmus, saccadic pursuit; may have pyramidal signs, peripheral neuropathy, cognitive impairment	Insidious onset, slowly progressive over years to decades	Friedreich ataxia, multiple system atrophy, acquired ataxias (alcohol, paraneoplastic, autoimmune), fragile X-associated tremor ataxia syndrome, other hereditary ataxias	Brain MRI showing cerebellar atrophy; genetic testing for specific SCA mutations; clinical rating scales (SARA, ICARS); family history	Supportive care: physical therapy, occupational therapy, speech therapy; treat specific symptoms; genetic counseling; no disease-modifying therapy currently available	N	https://www.ncbi.nlm.nih.gov/books/NBK1379/																
Cerebellar cognitive affective syndrome	Cerebellar lesion with executive dysfunction, language problems, visuospatial deficits, and emotional changes	Disruption of cerebellar-cerebral connectivity involving posterior cerebellar lobe (lobules VI, VIIA crus I/II, VIIB) with prefrontal, parietal, and frontotemporal cortices	Occurs in various cerebellar disorders including vascular, traumatic, neoplastic, infectious, and degenerative processes	Executive dysfunction (working memory, mental flexibility, abstract reasoning), impaired phonemic greater than semantic fluency, visuospatial deficits, emotional dysregulation, lack of empathy, dysphoria, depression	Variable depending on underlying cause; can be present in preataxic carriers of some SCAs	Frontotemporal dementia, Alzheimer disease, psychiatric disorders, other causes of cognitive impairment	CCAS/Schmahmann syndrome scale; comprehensive neuropsychological testing; brain MRI; evaluation of underlying cerebellar pathology	Treat underlying cerebellar disorder; cognitive rehabilitation; psychiatric support; occupational therapy; speech therapy	N	https://pubmed.ncbi.nlm.nih.gov/31522332																
Frontotemporal dementia	Young-onset dementia with personality change and disinhibition; "behavioral variant" with hyperorality or hypersexuality	Frontotemporal lobar degeneration with neuronal loss; proteinopathies including tau, TDP-43, or FET proteins; mutations in C9orf72, MAPT, or GRN genes	Second most common young-onset dementia; onset typically before age 65; accounts for 10 to 20 percent of dementia cases	Behavioral variant: disinhibition, apathy, loss of empathy, compulsive behaviors, hyperorality; Language variants: non-fluent aphasia with effortful speech or semantic dementia with loss of word meaning; relative sparing of memory and visuospatial function early	Insidious onset, progressive over 5 to 10 years	Alzheimer disease, Lewy body dementia, psychiatric disorders, progressive supranuclear palsy, corticobasal degeneration	Clinical diagnosis using consensus criteria; neuropsychological testing showing executive, language, or social cognition deficits; brain MRI showing frontotemporal atrophy; genetic testing if family history; consider PET or CSF biomarkers	Supportive care; behavioral management; speech therapy; selective serotonin reuptake inhibitors for behavioral symptoms; avoid antipsychotics; genetic counseling if familial	N	https://pubmed.ncbi.nlm.nih.gov/35182511																
Lewy Body Dementia	Elderly man with visual hallucinations, parkinsonism, and fluctuating cognition; "cingulate island sign" on PET	Accumulation of alpha-synuclein in Lewy bodies and Lewy neurites; often coexists with Alzheimer pathology (amyloid plaques in up to 77% of cases)	Most common in men over 70-85 years; accounts for 4-6% of neurocognitive disorders	Fluctuating cognition, recurrent complex visual hallucinations, spontaneous parkinsonism, rapid eye movement sleep behavior disorder, severe neuroleptic sensitivity, daytime drowsiness, prolonged staring spells, disorganized speech, autonomic dysfunction, falls, delusions, anxiety, depression	Insidious onset with chronic progression; mean disease duration 5-7 years; cognitive fluctuations can resemble delirium	Alzheimer disease, Parkinson disease dementia, vascular dementia, frontotemporal dementia, delirium	Clinical diagnosis based on core features; MRI initially normal, progresses to diffuse atrophy; PET shows generalized hypometabolism with visual cortex involvement and "cingulate island sign"; reduced dopamine transporter uptake in basal ganglia; abnormal cardiac metaiodobenzylguanidine scintigraphy; polysomnography showing rapid eye movement sleep without atonia	Cholinesterase inhibitors (rivastigmine, donepezil); memantine; avoid neuroleptics due to severe sensitivity (up to 50% have severe reactions); treat parkinsonism cautiously as levodopa response is variable; manage behavioral symptoms with non-pharmacologic approaches first	Y	https://www.uptodate.com/contents/dementia-with-lewy-bodies-and-parkinsons-disease-dementia																
Vascular Dementia	Stepwise cognitive decline after stroke; history of hypertension, diabetes, or cardiovascular disease	Cerebrovascular disease causing brain injury through large vessel infarcts, small vessel disease, lacunar infarcts, white matter changes, microbleeds, or strategic infarcts in critical regions (thalamus, angular gyrus, basal forebrain)	Most common in men over 65 years; accounts for 14-15% of neurocognitive disorders; often coexists with Alzheimer disease (mixed dementia is common)	Stepwise decline in cognition, deficits in processing speed and executive function more prominent than memory, focal neurologic signs, evidence of remote stroke on examination, symptoms starting after cerebrovascular events	Stepwise progression with plateaus; onset often temporally related to cerebrovascular events; cognitive deficits persist beyond 3 months after stroke	Alzheimer disease, mixed dementia, Lewy body dementia, frontotemporal dementia, normal pressure hydrocephalus	Clinical history and examination showing vascular risk factors and cerebrovascular events; MRI showing leukoaraiosis, lacunar infarcts, encephalomalacia, subcortical microhemorrhages, or superficial lobar macrohemorrhages; PET showing focal hypometabolism corresponding to lesions on MRI; requires imaging evidence of cerebrovascular disease	Aggressive vascular risk factor modification (control hypertension, diabetes, dyslipidemia); antiplatelet therapy or anticoagulation as appropriate; smoking cessation; exercise; cholinesterase inhibitors may provide modest benefit; address modifiable cardiovascular risk factors	N	https://www.uptodate.com/contents/vascular-dementia-epidemiology-subtypes-and-pathophysiology																
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
