Condition	USMLE Classic Presentation	Pathophysiology	Epidemiology	Salient Signs & Symptoms	Time Course	Differential	Diagnostics	Treatment	Never Miss	More Info																
Southern Tick-Associated Rash Illness	Erythema migrans-like rash after lone star tick (Amblyomma americanum) bite; "Lyme-like rash in the South"; no disseminated disease; cause unknown	Unknown etiology; erythema migrans-like rash following lone star tick bite; not caused by Borrelia burgdorferi; may be accompanied by systemic symptoms but no disseminated or severe disease reported; diagnostic tests not available	Occurs in distribution of lone star tick: central Texas and Oklahoma eastward across southern states, Atlantic Coast to Maine; also reported in Long Island, New York; affects all ages	Erythema migrans-like expanding red rash with central clearing at site of lone star tick bite; may have fever, headache, fatigue, myalgia; no disseminated manifestations (no arthritis, carditis, or neurologic involvement); self-limited	Rash appears 7 days after tick bite (similar to Lyme disease); expands over days to weeks; resolves spontaneously; systemic symptoms mild and transient	Lyme disease (caused by Borrelia burgdorferi from Ixodes tick, can have disseminated disease), cellulitis, hypersensitivity reaction to tick bite, erythema multiforme	Clinical diagnosis based on history of lone star tick bite and characteristic rash; Lyme serology negative; no diagnostic test available for Southern Tick-Associated Rash Illness; tick identification important	Uncertain if antibiotic treatment necessary or beneficial; often treated empirically with same antibiotics as Lyme disease (doxycycline 100 mg twice daily for 10-14 days) due to clinical similarity; self-limited course	N	https://www.cdc.gov/lyme/resources/toolkit/pdf/tickborne-diseases-us-2022-508.pdf																
Stasis Dermatitis	Bilateral lower leg erythema, scaling, hyperpigmentation in patient with chronic venous insufficiency; "brown scaly legs with varicose veins"; medial malleolus involvement	Venous hypertension from venous reflux due to incompetent valves, valve destruction, or venous obstruction; red blood cell extravasation releases ferric ion; metalloproteinases upregulated causing tissue inflammation and damage; chronic inflammation leads to hemosiderin deposition (brown pigmentation)	Common in older adults; affects 6-7% of population over 50 years; more common in females; risk factors: obesity, prolonged standing, prior deep vein thrombosis, pregnancy, leg trauma	Bilateral poorly demarcated erythematous patches and plaques on lower legs, especially medial malleoli; brown hyperpigmentation (hemosiderin deposition); scaling, lichenification; pruritus common; edema; may progress to lipodermatosclerosis (induration, inverted champagne bottle appearance), atrophie blanche (white atrophic scars), venous ulceration	Chronic progressive course over months to years; acute flares with increased erythema and pruritus; may progress to venous ulceration if untreated	Cellulitis (unilateral, acute, fever), contact dermatitis (allergic to topical medications common), pigmented purpuric dermatoses, pretibial myxedema, nummular eczema	Clinical diagnosis; duplex ultrasound demonstrates venous reflux (greater than 0.5 seconds in superficial veins, greater than 1 second in deep veins); skin biopsy if diagnosis uncertain: shows spongiosis, hemosiderin deposition, fibrosis	Compression therapy (20-30 mm Hg graduated compression stockings) is cornerstone; leg elevation; emollients; topical corticosteroids (mid to high potency) for acute inflammation; treat secondary infection; interventional: endovenous thermal ablation, ultrasound-guided foam sclerotherapy for venous reflux; avoid contact allergens (neomycin, lanolin, fragrance)	N	https://www.aafp.org/pubs/afp/issues/2017/0601/p746.html																
Stevens-Johnson Syndrome	Acute onset of painful mucocutaneous blistering with target lesions and less than 10% body surface area involvement; "blisters with mucositis"; drug-induced (sulfonamides, anticonvulsants, allopurinol); positive Nikolsky sign	Severe delayed hypersensitivity reaction (type IV); cytotoxic T-cell and natural killer cell-mediated keratinocyte apoptosis; drugs most common cause (70-90%): sulfonamides, anticonvulsants (lamotrigine, carbamazepine, phenytoin), allopurinol, nonsteroidal anti-inflammatory drugs; Mycoplasma pneumoniae in children; genetic susceptibility (HLA-B<em>1502 with carbamazepine in Asians, HLA-B</em>5801 with allopurinol)	Incidence 1-6 per million per year; all ages but more common in adults; female predominance; higher risk in HIV, systemic lupus erythematosus, immunocompromised; mortality 1-5% for Stevens-Johnson syndrome, 25-35% for toxic epidermal necrolysis	Prodrome: fever, malaise, upper respiratory symptoms 1-3 days before rash; Mucosal involvement (greater than 90%): painful erosions of oral mucosa, conjunctiva, genitalia (at least 2 sites); Cutaneous: erythematous macules with dusky centers (atypical targets), vesicles, bullae; positive Nikolsky sign; Stevens-Johnson syndrome: less than 10% body surface area; Stevens-Johnson syndrome/toxic epidermal necrolysis overlap: 10-30%; toxic epidermal necrolysis: greater than 30%; complications: sepsis, fluid/electrolyte imbalance, acute respiratory distress syndrome, ocular sequelae	Onset 1-3 weeks after drug exposure (4-28 days); acute progression over days; skin detachment peaks at 4-5 days; re-epithelialization over 2-3 weeks; long-term sequelae: ocular (dry eyes, symblepharon, blindness), cutaneous (pigmentary changes, scarring), genital (vaginal stenosis)	Toxic epidermal necrolysis (greater than 30% body surface area), staphylococcal scalded skin syndrome (spares mucosa, younger age), erythema multiforme (true target lesions, less mucosal involvement), bullous pemphigoid, paraneoplastic pemphigus	Clinical diagnosis; skin biopsy shows full-thickness epidermal necrosis with subepidermal blister; SCORTEN score (age greater than 40, malignancy, heart rate greater than 120, body surface area greater than 10%, serum urea greater than 10 mmol/L, bicarbonate less than 20 mmol/L, glucose greater than 14 mmol/L) predicts mortality; identify causative drug	Immediate discontinuation of suspected drug; transfer to burn unit or intensive care; supportive care: fluid resuscitation, wound care, nutritional support, pain management; immunomodulatory therapy controversial: cyclosporine 3-5 mg/kg/day may halt progression; intravenous immunoglobulin, systemic corticosteroids, tumor necrosis factor inhibitors used but limited evidence; ophthalmology, urology, gynecology consultations; avoid sulfonamide antibiotics	Y	https://www.ncbi.nlm.nih.gov/books/NBK459323/																
Sturge-Weber Syndrome	Port-wine stain (facial capillary malformation) in trigeminal V1 distribution with ipsilateral leptomeningeal angioma; "port-wine birthmark with seizures"; glaucoma and neurologic complications	Somatic mosaic mutation in GNAQ gene (most common), also GNA11 and GNB2; aberrant endothelial cell overgrowth causes capillary-venous malformations; impaired brain perfusion leads to venous stroke, stroke-like episodes, seizures; common embryologic progenitors explain facial and brain predilection	Rare neurocutaneous disorder; affects 1 in 20,000 to 50,000 live births; no gender or ethnic predominance; sporadic, not inherited; risk of brain involvement increased with hemifacial, forehead, or medial facial port-wine stain	Facial port-wine stain (typically V1 distribution); ipsilateral leptomeningeal angioma with progressive brain atrophy and calcifications; ipsilateral glaucoma; seizures (75-90%); stroke-like episodes; hemiparesis (transient or permanent); visual field deficits; headaches; cognitive and behavioral impairment; dilated ipsilateral choroid plexus on imaging	Port-wine stain present at birth; seizures typically begin in first year of life; progressive brain atrophy and calcifications over time; stroke-like episodes can occur throughout life; cognitive decline may be progressive	Isolated port-wine stain, Klippel-Trenaunay syndrome, other neurocutaneous syndromes, epilepsy from other causes	Magnetic resonance imaging with contrast shows leptomeningeal angiomatosis (enhancement), progressive atrophy, calcifications, dilated choroid plexus; electroencephalography for seizures; ophthalmologic examination for glaucoma; genetic testing for GNAQ, GNA11, GNB2 mutations	Seizures: anti-seizure medications; presymptomatic treatment may delay seizure onset; epilepsy surgery for intractable seizures with significant hemiparesis; Stroke-like episodes: low-dose aspirin (3-5 mg/kg/day) reduces frequency and severity; Glaucoma: typically requires surgery; Port-wine stain: laser therapy (pulsed dye laser); Sirolimus shows preliminary benefit for cognition; cannabidiol for seizures	Y	https://www.ahajournals.org/doi/10.1161/STROKEAHA.122.038585																
Subacute Cutaneous Lupus Erythematosus	Photosensitive annular or papulosquamous rash on sun-exposed areas; "ring-shaped scaly patches after sun exposure"; strongly associated with anti-Ro/Sjögren syndrome A antibodies; may occur with or without systemic lupus erythematosus	Autoimmune disease with anti-Ro/Sjögren syndrome A antibodies (72.1% of cases); ultraviolet radiation triggers inflammatory response in genetically susceptible individuals; type 1 interferon pathway activation; drug-induced cases (antihypertensives, terbinafine, proton pump inhibitors) involve interferon-1 pathway	Affects 10-15% of systemic lupus erythematosus patients; can occur independently without systemic disease; peak age 30-50 years; female predominance; more common in Caucasians; drug-induced form increasingly recognized	Photosensitive annular (ring-shaped) or papulosquamous (scaly) plaques on sun-exposed areas (shoulders, upper back, chest, arms, neck); spares face and knuckles; non-scarring; may have mild systemic symptoms; 50% have systemic lupus erythematosus; anti-Ro/Sjögren syndrome A antibody positive in 72.1%	Develops over weeks to months; lesions appear or worsen after sun exposure; chronic relapsing course; may resolve with hypopigmentation but no scarring; drug-induced form resolves weeks to months after drug discontinuation	Psoriasis, tinea corporis, pityriasis rosea, dermatomyositis, polymorphous light eruption, discoid lupus erythematosus	Anti-Ro/Sjögren syndrome A antibodies (positive in 72.1%); antinuclear antibodies; skin biopsy shows interface dermatitis, vacuolar degeneration of basal layer; direct immunofluorescence shows granular immunoglobulin G and complement C3 at dermal-epidermal junction; evaluate for systemic lupus erythematosus	Sun protection (broad-spectrum sunscreen SPF 50 or higher, protective clothing); smoking cessation; discontinue offending drug if drug-induced; topical corticosteroids; topical calcineurin inhibitors; hydroxychloroquine 200-400 mg daily (first-line systemic); alternatives: quinacrine, methotrexate, mycophenolate mofetil; thalidomide for refractory cases	N	https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(19)30237-5/fulltext																
Superficial Spreading Melanoma	Asymmetric pigmented lesion with irregular borders, color variation, diameter greater than 6 mm, and evolution; "ABCDE melanoma"; most common melanoma subtype; slow radial growth phase	Malignant transformation of melanocytes; uncontrolled proliferation with pagetoid spread in epidermis (radial growth phase) followed by dermal invasion (vertical growth phase); mutations in BRAF (40-50%), NRAS (15-20%), NF1; ultraviolet radiation-induced DNA damage	Most common melanoma subtype (67-70% of all melanomas); median age at diagnosis 66 years; more common in fair-skinned individuals; trunk in males, legs in females most common sites; two-thirds diagnosed between ages 30-50	Asymmetric pigmented macule, papule, or plaque; irregular or notched borders; color variation (tan, brown, black, red, white, blue); diameter typically greater than 6 mm; evolving size, shape, or color; slow enlargement over months to years; may have ulceration or bleeding	Prolonged radial growth phase (months to years) with slow horizontal spread; eventual vertical growth phase with dermal invasion and metastatic potential; Breslow depth most important prognostic factor	Atypical nevus, seborrheic keratosis, lentigo maligna melanoma, nodular melanoma, pigmented basal cell carcinoma, solar lentigo	Dermoscopy improves diagnostic accuracy; excisional biopsy with 1-3 mm margin for diagnosis; histopathology shows atypical melanocytes with pagetoid spread, mitoses; Breslow depth (tumor thickness) determines prognosis; sentinel lymph node biopsy for tumors greater than 0.8 mm or high-risk features; staging imaging for stage IIB and higher	Wide local excision with margins based on Breslow depth: in situ (0.5-1 cm), less than 1 mm (1 cm), 1-2 mm (1-2 cm), greater than 2 mm (2 cm); sentinel lymph node biopsy for staging; adjuvant therapy for stage IIB-IV: immune checkpoint inhibitors (nivolumab, pembrolizumab), targeted therapy for BRAF-mutated tumors (dabrafenib plus trametinib); regular surveillance	Y	https://www.aafp.org/pubs/afp/issues/2024/1000/p367.html																
Sweet Syndrome (Acute Febrile Neutrophilic Dermatosis)	Tender erythematous papules, plaques, or nodules with fever and neutrophilia; "painful red bumps with fever"; associated with malignancy (especially acute myelogenous leukemia), inflammatory diseases, drugs (granulocyte-colony stimulating factor)	Inflammatory non-infectious neutrophilic dermatosis; cytokine-mediated (interleukin-1, interleukin-6, interleukin-8, granulocyte-colony stimulating factor); dense neutrophilic infiltrate in dermis without vasculitis; associated with malignancy (33%, especially acute myelogenous leukemia), drugs, infections, inflammatory diseases	Rare; female predominance; peak age 30-60 years; three clinical settings: classical/idiopathic (most common), malignancy-associated (33%, especially hematologic), drug-induced (granulocyte-colony stimulating factor most common)	Tender erythematous papules, plaques, pustules, or nodules on upper limbs, trunk, head, neck; fever (temperature greater than 38 degrees Celsius); elevated inflammatory markers (erythrocyte sedimentation rate, C-reactive protein); neutrophilia; may have arthralgia, conjunctivitis, oral ulcers; malignancy-associated form may precede, follow, or appear concurrent with cancer diagnosis	Acute onset over days; lesions appear in crops; dramatic response to corticosteroids within 24-48 hours; may recur with malignancy relapse or drug re-exposure; classical form may recur in one-third of patients	Erythema nodosum, cellulitis, erysipelas, urticaria, vasculitis, pyoderma gangrenosum, drug eruption	Skin biopsy shows dense neutrophilic infiltrate in dermis without vasculitis; elevated erythrocyte sedimentation rate and C-reactive protein; neutrophilia; evaluate for underlying malignancy (complete blood count, bone marrow biopsy if hematologic malignancy suspected), infection, inflammatory disease	Systemic corticosteroids (prednisone 0.5-1 mg/kg/day) are first-line; dramatic response within 24-48 hours; taper over 4-6 weeks; alternatives: potassium iodide, colchicine, indomethacin, dapsone, cyclosporine; treat underlying malignancy or infection; discontinue offending drug	N	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211350/																
Syphilis	Primary: painless chancre at inoculation site; Secondary: diffuse rash including palms and soles, condyloma lata, lymphadenopathy; "painless ulcer then rash on palms"; caused by Treponema pallidum	Infection with Treponema pallidum (spirochete bacterium); transmitted via contact with infectious lesions during sex or transplacentally; primary chancre at inoculation site; hematogenous dissemination causes secondary manifestations; latent period follows; tertiary syphilis (gummas, cardiovascular, neurosyphilis) if untreated	Estimated 8 million new cases worldwide in 2022; United States cases increased 61% from 2019-2023; men who have sex with men comprised 32.7% of males with primary and secondary syphilis in 2023; congenital syphilis increased 106% from 2019-2023	Primary (3-90 days after exposure): painless chancre (ulcer) at inoculation site, regional lymphadenopathy; Secondary (4-10 weeks after chancre): diffuse maculopapular rash including palms and soles, condyloma lata, mucous patches, lymphadenopathy, fever, malaise; Latent: asymptomatic; Tertiary (years later): gummas, aortitis, neurosyphilis (meningitis, stroke, tabes dorsalis); Congenital: stillbirth, neonatal death, skeletal abnormalities, hepatosplenomegaly	Primary chancre appears 3 weeks after exposure (range 3-90 days), heals in 3-6 weeks; secondary syphilis 4-10 weeks after chancre, lasts weeks to months; early latent (less than 1 year), late latent (greater than 1 year); tertiary develops years to decades later if untreated	Primary: herpes simplex, chancroid, lymphogranuloma venereum, traumatic ulcer; Secondary: pityriasis rosea, drug eruption, viral exanthem, secondary yaws; Tertiary: other causes of aortitis, chronic meningitis	Serologic testing: nontreponemal tests (rapid plasma reagin, venereal disease research laboratory) for screening and monitoring; treponemal tests (enzyme immunoassay, chemiluminescence immunoassay, Treponema pallidum particle agglutination) for confirmation; cerebrospinal fluid venereal disease research laboratory for neurosyphilis; dark-field microscopy or polymerase chain reaction from lesions	Benzathine penicillin G 2.4 million units intramuscularly: single dose for early syphilis (primary, secondary, early latent); 3 weekly doses for late latent or tertiary syphilis; aqueous crystalline penicillin G 18-24 million units per day intravenously for 10-14 days for neurosyphilis; doxycycline 100 mg twice daily for 14-28 days if penicillin-allergic (non-pregnant); screen all pregnant patients 3 times (first visit, third trimester, delivery)	Y	https://jamanetwork.com/journals/jama/fullarticle/2840085																
Systemic Lupus Erythematosus	Multisystem autoimmune disease with malar rash, photosensitivity, oral ulcers, arthritis, serositis, renal disease; "butterfly rash with joint pain and kidney disease"; positive antinuclear antibodies; female predominance	Systemic inflammation with elevated type 1 interferon and autoantibodies against nuclear antigens (anti-double-stranded DNA, anti-Smith, anti-ribonucleoprotein, anti-Ro/Sjögren syndrome A, anti-La/Sjögren syndrome B); genetic predisposition plus environmental triggers (ultraviolet light, smoking, Epstein-Barr virus, silica); immune complex deposition causes organ damage	Affects approximately 3.4 million people worldwide; 90% female; prevalence 30-150 per 100,000; more common in African Americans, Hispanics, Asians; peak age 20-40 years; 40% develop lupus nephritis	Constitutional: fever (greater than 38.3 degrees Celsius), fatigue, weight loss; Mucocutaneous: malar rash (31%), photosensitivity, acute cutaneous lupus, subacute cutaneous lupus, discoid lupus, oral ulcers (30%), alopecia (40-70%); Musculoskeletal: arthralgia, arthritis; Serositis: pleuritis, pericarditis; Renal: proteinuria, hematuria, lupus nephritis (40%); Hematologic: anemia, leukopenia, thrombocytopenia; Neurologic: seizures, psychosis; Raynaud phenomenon (16%)	Chronic relapsing course; onset typically in 20s-30s; disease activity fluctuates with flares and remissions; 10% of lupus nephritis patients develop end-stage kidney disease after 10 years; improved survival (10-year survival greater than 90%) with modern treatment	Rheumatoid arthritis, Sjögren syndrome, mixed connective tissue disease, drug-induced lupus, undifferentiated connective tissue disease, dermatomyositis, vasculitis	2019 European Alliance of Associations for Rheumatology/American College of Rheumatology criteria (96.1% sensitive, 93.4% specific): requires antinuclear antibodies titer greater than or equal to 1:80 plus weighted criteria; specific autoantibodies: anti-double-stranded DNA, anti-Smith, antiphospholipid; low complement C3 and C4; urinalysis for proteinuria and hematuria; complete blood count for cytopenias	Hydroxychloroquine 200-400 mg daily (standard of care for all patients, reduces mortality); nonsteroidal anti-inflammatory drugs for arthralgia; corticosteroids for flares; immunosuppressants for moderate to severe disease: azathioprine, mycophenolate mofetil, cyclophosphamide; biologics: belimumab (B-lymphocyte stimulator inhibitor), anifrolumab (type 1 interferon receptor antagonist), voclosporin for lupus nephritis; sun protection; smoking cessation	Y	https://jamanetwork.com/journals/jama/fullarticle/10.1001/jama.2024.2315																
Takayasu Arteritis	Large vessel vasculitis with limb claudication, blood pressure discrepancy between arms, absent pulses, bruits; "pulseless disease"; young Asian women; affects aorta and major branches	Granulomatous inflammation of aorta and major branches; vessel wall inflammation leads to stenosis, occlusion, aneurysm formation; intimal hyperplasia and adventitial fibrosis; unknown etiology; genetic susceptibility (HLA-B52 association)	Incidence 0.4-2.6 per million per year; more common in Asia, Middle East, Latin America; female to male ratio 8-9:1; peak age 10-40 years; most common large vessel vasculitis in young women	Constitutional: fever, malaise, weight loss, night sweats; Vascular: limb claudication (especially upper extremities), blood pressure difference greater than 10 mm Hg between arms, diminished or absent pulses, arterial bruits (subclavian, carotid, abdominal aorta), Raynaud phenomenon; Neurologic: dizziness, syncope, visual disturbances, stroke; Cardiac: hypertension, aortic regurgitation, heart failure; Renal: renovascular hypertension; Skin: erythema nodosum	Acute inflammatory phase: constitutional symptoms, elevated inflammatory markers; Chronic occlusive phase: vascular insufficiency symptoms; progressive over months to years without treatment; may have periods of remission and relapse	Giant cell arteritis (older age, temporal artery involvement), atherosclerosis, fibromuscular dysplasia, other large vessel vasculitides, thoracic outlet syndrome	Elevated erythrocyte sedimentation rate and C-reactive protein; anemia; imaging: computed tomography angiography or magnetic resonance angiography shows vessel wall thickening, stenosis, occlusion, aneurysm; positron emission tomography shows vessel wall inflammation; angiography shows smooth tapered stenoses, occlusions, aneurysms; 2022 American College of Rheumatology/European Alliance of Associations for Rheumatology criteria: age less than or equal to 60 years plus imaging evidence of large vessel vasculitis plus score greater than or equal to 5 points	Glucocorticoids (prednisone 0.5-1 mg/kg/day, taper over 12-18 months) are first-line; steroid-sparing agents: methotrexate, azathioprine, mycophenolate mofetil; biologics for refractory disease: tumor necrosis factor inhibitors (infliximab, adalimumab), tocilizumab (interleukin-6 receptor antagonist); antiplatelet therapy (aspirin); blood pressure control; revascularization (angioplasty, bypass surgery) for critical stenosis during quiescent phase	Y	https://pubmed.ncbi.nlm.nih.gov/36599755																
Telogen Effluvium	Acute diffuse hair shedding 2-3 months after physiological stressor (childbirth, illness, surgery, weight loss); "sudden hair loss after stress"; increased hair in telogen phase; positive hair pull test	Premature shift of anagen (growth phase) hair follicles to telogen (resting phase) triggered by physiological stress; stressors include childbirth, severe illness, surgery, rapid weight loss, medications, nutritional deficiencies, thyroid disease; hair sheds 2-3 months after trigger when telogen phase ends	Very common; affects all ages; more common in women; acute telogen effluvium affects up to 50% of women postpartum; chronic telogen effluvium affects middle-aged women (30-60 years)	Acute diffuse hair shedding with increased hair on pillow, in shower drain, on hairbrush; generalized thinning without focal areas of complete hair loss; positive hair pull test (greater than 6 hairs per pull from 5 areas); scalp appears normal without inflammation or scarring; patient often distressed; may have bitemporal recession	Acute telogen effluvium: hair shedding begins 2-3 months after trigger, peaks at 3-4 months, resolves spontaneously within 6 months once trigger removed; Chronic telogen effluvium: fluctuating course over months to years with periods of increased shedding	Androgenetic alopecia (gradual onset, patterned distribution, miniaturized hairs), alopecia areata (patchy hair loss, exclamation point hairs), anagen effluvium (rapid hair loss during chemotherapy), scarring alopecia, thyroid disease, iron deficiency	Clinical diagnosis based on history of trigger 2-3 months before onset; hair pull test positive (greater than 6 hairs, most with telogen bulbs); scalp examination normal; trichoscopy shows increased percentage of telogen hairs; laboratory: complete blood count, ferritin, thyroid-stimulating hormone, comprehensive metabolic panel to identify triggers; scalp biopsy rarely needed: shows increased telogen/anagen ratio (normal less than 20%, telogen effluvium greater than 20%)	Identify and address underlying trigger; reassurance that condition is self-limited; nutritional supplementation if deficiencies identified (iron, zinc, vitamin D, biotin); topical minoxidil 5% may accelerate recovery and reduce shedding; treat underlying conditions (thyroid disease, nutritional deficiencies); avoid harsh hair treatments; gentle hair care	N	https://pubmed.ncbi.nlm.nih.gov/33541773																
Thromboangiitis Obliterans (Buerger Disease)	Young male smoker with distal extremity ischemia, claudication, Raynaud phenomenon, superficial thrombophlebitis; "smoker with painful fingers and toes"; strongly associated with tobacco use	Segmental inflammatory thrombosis of small and medium arteries and veins of distal extremities; acute phase shows highly cellular inflammatory thrombus with relative sparing of vessel wall; chronic phase shows organized thrombus and vascular fibrosis; strongly associated with tobacco use; immune-mediated mechanism suspected	Rare; prevalence 12.6-20 per 100,000; more common in Asia, Middle East, Eastern Europe; male to female ratio 3:1 to 7.5:1; age of onset typically 20-45 years; nearly 100% are current or recent tobacco users	Distal extremity ischemia: claudication of feet, legs, hands, arms; rest pain; ischemic ulcers and gangrene of fingers and toes; Raynaud phenomenon (40%); migratory superficial thrombophlebitis (40%); cold sensitivity; absent distal pulses with preserved proximal pulses; may have erectile dysfunction in males	Chronic progressive course with episodic flares; symptoms worsen with continued tobacco use; may stabilize or improve with smoking cessation; digital ulceration and gangrene develop over months to years; amputation required in 25-30% despite treatment	Atherosclerosis (older age, proximal disease, risk factors), autoimmune vasculitis, hypercoagulable states, embolic disease, scleroderma, antiphospholipid syndrome, ergotism	Clinical diagnosis based on age less than 45 years, current or recent tobacco use, distal extremity ischemia, exclusion of other causes; Shionoya criteria: smoking history, onset before age 50, infrapopliteal arterial occlusion, upper limb involvement or migratory phlebitis, absence of atherosclerotic risk factors; angiography shows segmental occlusions with corkscrew collaterals in distal vessels; normal proximal vessels; laboratory: normal acute phase reactants, negative autoimmune serologies, normal hypercoagulable workup	Absolute smoking cessation (essential, only intervention that alters disease course); smoking cessation counseling, nicotine replacement, varenicline, bupropion; pain management; wound care; prostanoids (iloprost) for critical limb ischemia; calcium channel blockers for Raynaud phenomenon; antiplatelet therapy; avoid vasoconstrictors; revascularization rarely feasible due to distal disease; amputation for non-healing ulcers or gangrene	Y	https://www.ncbi.nlm.nih.gov/books/NBK430900/																
Tinea Capitis	Scaly patches of alopecia with broken hairs ("black dots") on scalp in child; "scalp ringworm with hair loss"; may have kerion (boggy, pustular mass); requires systemic antifungals	Dermatophyte infection of scalp and hair follicles; most commonly Trichophyton tonsurans (anthropophilic, endothrix) in United States, Microsporum canis (zoophilic, ectothrix) in other regions; fungal invasion of hair shaft causes breakage; inflammatory response varies by species	Predominantly affects children 3-14 years; more common in African American children; transmitted by direct contact or fomites; zoophilic infections cause more inflammation	Scaly patches of alopecia with broken hairs at scalp surface (black dot pattern); diffuse scaling resembling seborrheic dermatitis; kerion: tender, boggy, pustular plaque that may scar if untreated; posterior cervical lymphadenopathy common; pruritus variable	Develops over weeks to months; progressive without treatment; kerion develops acutely over days; permanent scarring alopecia if kerion untreated; resolves with appropriate systemic therapy over 6-12 weeks	Seborrheic dermatitis, psoriasis, alopecia areata, trichotillomania, bacterial folliculitis	Potassium hydroxide preparation of plucked hairs and scale shows hyphae and spores; fungal culture on Sabouraud dextrose agar for species identification (takes 2-4 weeks); Wood lamp examination (only Microsporum species fluoresce green)	Systemic antifungals required: griseofulvin 20-25 mg/kg/day for 6-12 weeks (first-line in children), terbinafine 62.5-250 mg daily based on weight for 4-6 weeks, itraconazole or fluconazole alternatives; adjunctive antifungal shampoo (ketoconazole 2%, selenium sulfide 2.5%) twice weekly reduces spore shedding; treat household contacts if infected	N	https://pubmed.ncbi.nlm.nih.gov/38256510																
Tinea Corporis	Annular scaly plaques with raised borders and central clearing on trunk or extremities; "ringworm"; expanding red ring with scale	Dermatophyte infection of glabrous (non-hair-bearing) skin; most commonly Trichophyton rubrum, also Trichophyton mentagrophytes, Microsporum canis; fungal hyphae invade stratum corneum; inflammatory response at advancing border	Affects all ages; more common in warm humid climates; transmitted by direct contact with infected humans, animals, or fomites; wrestlers at risk (tinea corporis gladiatorum)	Annular erythematous plaques with raised scaly border and central clearing; may be single or multiple; pruritus common; lesions expand centrifugally; may have vesicles or pustules at border	Develops over days to weeks; expands slowly without treatment; resolves with treatment over 2-4 weeks	Pityriasis rosea (herald patch, Christmas tree distribution), nummular eczema (more pruritic, no central clearing), granuloma annulare (no scale), subacute cutaneous lupus, psoriasis	Clinical diagnosis; potassium hydroxide preparation of scale shows branching hyphae; fungal culture for confirmation and species identification; consider culture for recalcitrant cases (emerging resistant Trichophyton species)	Topical antifungals for localized disease: terbinafine 1%, clotrimazole 1%, ketoconazole 2%, miconazole 2% twice daily for 2-4 weeks; oral antifungals for extensive or recalcitrant disease: terbinafine 250 mg daily, itraconazole 200 mg daily, fluconazole 150-300 mg weekly for 2-4 weeks; avoid combination antifungal-corticosteroid products	N	https://pubmed.ncbi.nlm.nih.gov/41400219																
Tinea Versicolor	Hypopigmented or hyperpigmented scaly patches on trunk; "spaghetti and meatballs" on potassium hydroxide prep; caused by Malassezia; yellowish-green fluorescence under Wood lamp	Superficial fungal infection caused by Malassezia species (Malassezia furfur, Malassezia globosa); lipophilic yeast that is part of normal skin flora; overgrowth in warm humid conditions; produces azelaic acid causing hypopigmentation	Very common; affects adolescents and young adults; more common in warm humid climates; not contagious; recurrence common (60-80% within 2 years)	Multiple round to oval macules and patches on trunk, neck, upper arms; lesions may be hypopigmented, hyperpigmented, or erythematous (versicolor means varied color); fine scale with scraping; asymptomatic or mildly pruritic; more noticeable after sun exposure	Chronic course; develops over weeks to months; worsens in summer; pigmentary changes persist for weeks to months after treatment	Pityriasis alba (facial distribution in children), vitiligo (complete depigmentation, well-demarcated), post-inflammatory hypopigmentation, seborrheic dermatitis	Clinical diagnosis; potassium hydroxide preparation shows short hyphae and round yeast cells (spaghetti and meatballs appearance); Wood lamp examination shows subtle yellowish-green fluorescence	Topical antifungals: ketoconazole 2% shampoo used as body wash (apply for 5-10 minutes, rinse) daily for 1-2 weeks, selenium sulfide 2.5% lotion, zinc pyrithione; oral antifungals for extensive or recalcitrant disease: fluconazole 300-400 mg single dose or weekly for 2 weeks, itraconazole 200 mg daily for 5-7 days; prophylaxis with monthly topical treatment reduces recurrence	N	https://www.nc.cdc.gov/travel/yellowbook/2024/posttravel-evaluation/dermatologic-conditions																
